course_code,section,day,time,room,instructor,semester
CSE 311,2,Thursday,8:30-10:00,108,Mr. Md. Jahidul Hasan Jahid,6
CSE 315,2,Thursday,10:00-11:30,108,Ms. Sayeda Suaiba Anwar,6
CSE 311,6,Thursday,11:30-01:00,108,Ms. Saraf Anika,6
CSE 311,5,Thursday,10:00-11:30,110,Ms. Saraf Anika,6
CSE 311,1,Thursday,10:00-11:30,111,Mr. Md. Jahidul Hasan Jahid,6
CSE 315,1,Thursday,11:30-01:00,111,Ms. Sayeda Suaiba Anwar,6
CSE 311,8,Thursday,01:30-03:00,111,TBA,6
CSE 311,3,Thursday,11:30-01:00,114,TBA,6
CSE 312,2,Sunday,9:30-11:30,102,Ms. Saraf Anika,6
CSE 312,4,Sunday,11:30-01:30,102,Ms. Saraf Anika,6
CSE 316,2,Sunday,11:30-01:30,104,Ms. Sayeda Suaiba Anwar,6
CSE 316,3,Monday,11:00-01:00,104,Ms. Sayeda Suaiba Anwar,6
CSE 311,1,Tuesday,11:30-01:00,110,Ms. Saraf Anika,6
CSE 313,1,Tuesday,01:30-03:00,110,TBA,6
CSE 315,3,Tuesday,03:00-04:30,110,Ms. Sayeda Suaiba Anwar,6
CSE 315,2,Tuesday,01:30-03:00,114,Ms. Sayeda Suaiba Anwar,6
CSE 313,2,Tuesday,03:00-04:30,114,TBA,6
CSE 313,2,Tuesday,04:30-06:00,114,TBA,6
CSE 312,1,Tuesday,9:30-11:30,104,Ms. Saraf Anika,6
CSE 311,2,Wednesday,10:00-11:30,107,Ms. Saraf Anika,6
CSE 313,1,Wednesday,01:30-03:00,110,TBA,6
CSE 315,3,Wednesday,01:30-03:00,114,Ms. Sayeda Suaiba Anwar,6
CSE 313,3,Wednesday,03:00-04:30,114,TBA,6
CSE 313,3,Wednesday,04:30-06:00,114,TBA,6
CSE 312,3,Wednesday,11:30-01:30,102,Ms. Saraf Anika,6
CSE 311,3,Thursday,11:30-01:00,N 602,Ms. Saraf Anika,6
CSE 311,2,Thursday,10:00-11:30,N 604,Ms. Saraf Anika,6
CSE 223,3,Saturday,01:30-03:00,114,Ms.Shahin Akter,7
MATH 203,3,Saturday,03:00-04:30,114,TBA,7
MATH 203,3,Saturday,04:30-06:30,114,TBA,7
MATH 203,1,Saturday,01:30-03:00,N601,TBA,7
CSE 325,1,Saturday,03:00-04:30,N601,Mr. Md. Jibon Mia,7
CSE 325,1,Saturday,04:30-06:30,N601,Mr. Md. Jibon Mia,7
CSE 326,1,Saturday,11:30-01:30,115,Mr. Md. Jibon Mia,7
CSE 326,1,Saturday,01:30-03:30,115,Mr. Md. Jibon Mia,7
CSE 326,1,Saturday,03:30-05:30,115,Mr. Md. Jibon Mia,7
CSE 223,2,Sunday,11:30-01:00,N601,Mr. Md. Siratul Mustakim Ifty,7
MATH 203,2,Sunday,01:30-03:00,N601,TBA,7
CSE 223,1,Tuesday,11:30-01:00,111,Mr. Md. Siratul Mustakim Ifty,7
CSE 325,3,Tuesday,11:30-01:00,N202,Mr. Md. Jibon Mia,7
CSE 223,3,Tuesday,01:30-03:00,N202,Ms.Shahin Akter,7
MATH 203,1,Tuesday,01:30-03:00,N203,TBA,7
MATH 203,2,Tuesday,11:30-01:00,N204,TBA,7
CSE 325,2,Tuesday,01:30-03:00,N204,Mr. Md. Jibon Mia,7
CSE 326,3,Tuesday,9:30-11:30,N304,Mr. Md. Jibon Mia,7
CSE 224,2,Tuesday,9:30-11:30,106,Mr. Md. Siratul Mustakim Ifty,7
CSE 326,4,Wednesday,01:30-03:30,104,Mr. Md. Jibon Mia,7
CSE 326,2,Wednesday,03:30-05:30,N304,Mr. Md. Jibon Mia,7
CSE 224,1,Wednesday,11:30-01:30,105,Mr. Md. Siratul Mustakim Ifty,7
CSE 224,4,Wednesday,03:30-05:30,105,Mr. Md. Siratul Mustakim Ifty,7
CSE 224,3,Wednesday,9:30-11:30,106,Ms.Shahin Akter,7
CSE 325,2,Thursday,03:00-04:30,312,Mr. Md. Jibon Mia,7
CSE 223,2,Thursday,04:30-06:30,312,Mr. Md. Siratul Mustakim Ifty,7
CSE 325,3,Thursday,11:30-01:00,N201,Mr. Md. Jibon Mia,7
MATH 203,3,Thursday,01:30-03:00,N201,TBA,7
CSE 325,1,Thursday,10:00-11:30,N204,Mr. Md. Jibon Mia,7
CSE 223,1,Thursday,11:30-01:00,N204,Mr. Md. Siratul Mustakim Ifty,7
CSE 223,1,Thursday,01:30-03:00,N204,Mr. Md. Siratul Mustakim Ifty,7
CSE 223,1,Thursday,03:00-04:30,N204,Mr. Md. Siratul Mustakim Ifty,7
CSE 223,1,Thursday,04:30-06:30,N204,Mr. Md. Siratul Mustakim Ifty,7
MATH 203,4,Saturday,01:30-03:00,110,TBA,7
MATH 203,4,Saturday,03:00-04:30,110,TBA,7
MATH 203,4,Saturday,04:30-06:00,110,TBA,7
MATH 203,5,Saturday,11:30-01:00,N 603,TBA,7
CSE 325,5,Saturday,01:30-03:00,N 603,Mr. Md. Jibon Mia,7
CSE 325,5,Saturday,03:00-04:30,N 603,Mr. Md. Jibon Mia,7
CSE 325,5,Saturday,04:30-06:00,N 603,Mr. Md. Jibon Mia,7
CSE 325,4,Saturday,11:30-01:00,N 604,Mr. Md. Jibon Mia,7
CSE 224,1,Saturday,9:30-11:30,105,Ms.Shahin Akter,7
CSE 224,2,Saturday,11:30-01:30,105,Ms.Shahin Akter,7
CSE 224,3,Saturday,01:30-03:30,105,Ms.Shahin Akter,7
CSE 224,3,Saturday,03:30-05:30,105,Ms.Shahin Akter,7
CSE 326,4,Saturday,9:30-11:30,115,Mr. Md. Jibon Mia,7
CSE 223,2,Sunday,01:30-03:00,312,Ms.Shahin Akter,7
CSE 223,3,Sunday,10:00-11:30,N 603,Ms.Shahin Akter,7
CSE 325,2,Sunday,11:30-01:00,N 603,Mr. Md. Jibon Mia,7
CSE 223,1,Sunday,8:30-10:00,N 604,Ms.Shahin Akter,7
CSE 325,1,Sunday,10:00-11:30,N 604,Ms. Sayeda Suaiba Anwar,7
CSE 325,3,Sunday,11:30-01:00,N 604,Mr. Mohammad Akbar Bin Shah,7
CSE 326,2,Sunday,03:30-05:30,102,Mr. Md. Jibon Mia,7
CSE 224,5,Sunday,9:30-11:30,106,Mr. Md. Siratul Mustakim Ifty,7
CSE 224,4,Sunday,11:30-01:30,106,Mr. Md. Siratul Mustakim Ifty,7
CSE 326,3,Sunday,01:30-03:30,115,Ms. Tahmina Akter Sumi,7
CSE 326,7,Sunday,01:30-03:30,Novus 304,Mr. Md. Jibon Mia,7
CSE 326,6,Monday,03:00-04:45,104,Ms. Sayeda Suaiba Anwar,7
CSE 224,2,Monday,11:00-01:00,106,Mr. Kazi Muhammad Asif Ashrafi,7
CSE 224,5,Monday,01:00-03:00,106,Mr. Kazi Muhammad Asif Ashrafi,7
CSE 224,4,Monday,03:00-04:45,106,Mr. Kazi Muhammad Asif Ashrafi,7
CSE 223,3,Tuesday,03:00-04:30,N 204,Mr. Kazi Muhammad Asif Ashrafi,7
MATH 203,2,Tuesday,01:30-03:00,N 602,TBA,7
CSE 325,2,Tuesday,03:00-04:30,N 602,Mr. Md. Jibon Mia,7
CSE 325,2,Tuesday,04:30-06:00,N 602,Mr. Md. Jibon Mia,7
MATH 203,1,Tuesday,8:30-10:00,N 603,TBA,7
CSE 223,1,Tuesday,10:00-11:30,N 603,Ms.Shahin Akter,7
CSE 325,3,Tuesday,8:30-10:00,N 604,Mr. Mohammad Akbar Bin Shah,7
MATH 203,3,Tuesday,10:00-11:30,N 604,TBA,7
CSE 326,1,Tuesday,11:30-01:30,102,Ms. Sayeda Suaiba Anwar,7
CSE 223,3,Wednesday,03:00-04:30,312,Ms.Shahin Akter,7
MATH 203,3,Wednesday,04:30-06:00,312,TBA,7
CSE 325,4,Wednesday,8:30-10:00,N 601,Mr. Md. Jibon Mia,7
CSE 325,5,Wednesday,10:00-11:30,N 601,Mr. Md. Jibon Mia,7
CSE 223,5,Wednesday,11:30-01:00,N 601,Mr. Md. Siratul Mustakim Ifty,7
CSE 223,4,Wednesday,10:00-11:30,N 602,Mr. Md. Siratul Mustakim Ifty,7
MATH 203,1,Wednesday,10:00-11:30,N 603,TBA,7
CSE 325,1,Wednesday,11:30-01:00,N 603,Ms. Sayeda Suaiba Anwar,7
CSE 223,3,Wednesday,01:30-03:00,N 603,Mr. Kazi Muhammad Asif Ashrafi,7
CSE 223,2,Wednesday,10:00-11:30,N 604,Ms.Shahin Akter,7
MATH 203,2,Wednesday,11:30-01:00,N 604,TBA,7
CSE 326,5,Wednesday,01:30-03:30,102,Mr. Md. Jibon Mia,7
CSE 224,6,Wednesday,01:30-03:30,106,Ms.Shahin Akter,7
CSE 223,5,Thursday,11:30-01:00,108,Mr. Md. Siratul Mustakim Ifty,7
CSE 223,4,Thursday,01:30-03:00,111,Mr. Md. Siratul Mustakim Ifty,7
CSE 223,4,Thursday,03:00-04:30,111,Mr. Md. Siratul Mustakim Ifty,7
CSE 223,4,Thursday,04:30-06:00,111,Mr. Md. Siratul Mustakim Ifty,7
MATH 203,4,Thursday,11:30-01:00,N 204,TBA,7
MATH 203,5,Thursday,01:30-03:00,N 602,TBA,7
MATH 203,5,Thursday,03:00-04:30,N 602,TBA,7
MATH 203,5,Thursday,04:30-06:00,N 602,TBA,7
CSE 224,7,Thursday,9:30-11:30,106,Mr. Md. Siratul Mustakim Ifty,7
CSE 224,3,Thursday,11:30-01:30,106,Mr. Kazi Muhammad Asif Ashrafi,7
CSE 224,1,Thursday,01:30-03:30,106,Mr. Kazi Muhammad Asif Ashrafi,7
CSE 224,6,Thursday,03:30-05:30,106,Mr. Kazi Muhammad Asif Ashrafi,7
CSE 317,3,Saturday,10:00-11:30,N202,TBA,8
CSE 317,4,Saturday,11:30-01:00,N602,TBA,8
MATH 301,2,Sunday,11:30-01:00,103,TBA,8
MATH 301,1,Sunday,01:30-03:00,111,Mr. Mohammad Akbar Bin Shah,8
MATH 301,4,Sunday,03:00-04:30,N201,Mr. Mohammad Akbar Bin Shah,8
CSE 319,1,Sunday,11:30-01:00,N202,Ms. Arifa Sultana Zarna,8
CSE 319,2,Sunday,10:00-11:30,N204,Ms. Arifa Sultana Zarna,8
MATH 301,2,Sunday,11:30-01:00,N204,Mr. Mohammad Akbar Bin Shah,8
CSE 320,3,Monday,01:00-03:00,313,Ms. Arifa Sultana Zarna,8
CSE 320,6,Monday,01:00-03:00,N304,Mr. Md. Jahidul Hasan Jahid,8
CSE 319,2,Tuesday,10:00-11:30,108,Ms. Arifa Sultana Zarna,8
CSE 317,1,Tuesday,03:00-04:30,N201,TBA,8
CSE 317,1,Tuesday,04:30-06:30,N201,TBA,8
CSE 319,3,Wednesday,10:00-11:30,311,Ms. Arifa Sultana Zarna,8
CSE 319,4,Wednesday,01:30-03:00,311,Mr. Md. Jahidul Hasan Jahid,8
CSE 317,4,Wednesday,11:30-01:00,N201,TBA,8
CSE 317,4,Wednesday,01:30-03:00,N201,TBA,8
CSE 317,1,Wednesday,8:30-10:00,N601,TBA,8
CSE 317,2,Wednesday,10:00-11:30,N602,TBA,8
CSE 320,2,Wednesday,11:30-01:30,102,Ms. Arifa Sultana Zarna,8
CSE 320,4,Wednesday,03:30-05:30,115,Mr. Md. Jahidul Hasan Jahid,8
MATH 301,2,Thursday,8:30-10:00,107,TBA,8
MATH 301,1,Thursday,8:30-10:00,312,Mr. Mohammad Akbar Bin Shah,8
CSE 319,1,Thursday,10:00-11:30,312,Ms. Arifa Sultana Zarna,8
MATH 301,3,Thursday,01:30-03:00,N202,Mr. Mohammad Akbar Bin Shah,8
CSE 317,2,Thursday,8:30-10:00,N601,TBA,8
MATH 301,2,Thursday,10:00-11:30,N601,Mr. Mohammad Akbar Bin Shah,8
CSE 317,3,Thursday,11:30-01:00,N601,TBA,8
MATH 301,1,Thursday,11:30-01:00,N602,TBA,8
CSE 320,1,Thursday,11:30-01:30,104,Ms. Arifa Sultana Zarna,8
CSE 320,5,Thursday,11:30-01:30,N304,Mr. Md. Jahidul Hasan Jahid,8
MATH 301,1,Saturday,11:30-01:00,107,Mr. Udoy Das,8
MATH 301,3,Saturday,10:00-11:30,108,Mr. Udoy Das,8
MATH 301,2,Saturday,01:30-03:00,N 601,Mr. Udoy Das,8
CSE 320,3,Saturday,01:30-03:30,102,Mr. Md. Jahidul Hasan Jahid,8
CSE 320,1,Saturday,03:30-05:30,102,Mr. Md. Jahidul Hasan Jahid,8
CSE 320,2,Saturday,11:30-01:30,313,Mr. Md. Jahidul Hasan Jahid,8
MATH 301,2,Sunday,01:30-03:00,107,Mr. Udoy Das,8
CSE 319,2,Sunday,03:00-04:30,107,Mr. Md. Jahidul Hasan Jahid,8
CSE 319,2,Sunday,04:30-06:00,107,Mr. Md. Jahidul Hasan Jahid,8
MATH 301,3,Sunday,8:30-10:00,N 601,Mr. Udoy Das,8
CSE 319,3,Sunday,10:00-11:30,N 601,Mr. Md. Jahidul Hasan Jahid,8
MATH 301,4,Sunday,10:00-11:30,N 602,Mr. Udoy Das,8
CSE 319,4,Sunday,11:30-01:00,N 602,Mr. Md. Jahidul Hasan Jahid,8
MATH 301,1,Tuesday,10:00-11:30,107,Mr. Udoy Das,8
CSE 319,1,Tuesday,11:30-01:00,107,Mr. Md. Jahidul Hasan Jahid,8
CSE 317,3,Tuesday,03:00-04:30,N 603,TBA,8
CSE 319,3,Tuesday,04:30-06:00,N 603,Mr. Md. Jahidul Hasan Jahid,8
CSE 319,2,Tuesday,03:00-04:30,N 604,Mr. Md. Jahidul Hasan Jahid,8
CSE 317,2,Tuesday,04:30-06:00,N 604,TBA,8
MATH 301,4,Wednesday,03:00-04:30,311,Mr. Udoy Das,8
CSE 317,4,Wednesday,04:30-06:00,311,TBA,8
CSE 317,4,Thursday,8:30-10:00,108,TBA,8
CSE 317,2,Thursday,10:00-11:30,114,TBA,8
CSE 317,1,Thursday,11:30-01:00,N 603,TBA,8
CSE 320,4,Thursday,11:30-01:30,313,Ms. Arifa Sultana Zarna,8
CSE 328,1,Saturday,9:30-11:30,102,Mr. Udoy Das,9
ME 102,1,Saturday,11:30-01:30,102,TBA,9
CSE 328,4,Saturday,01:30-03:30,102,Mr. Udoy Das,9
ME 102,2,Saturday,9:30-11:30,313,TBA,9
CSE 328,2,Saturday,11:30-01:30,313,Mr. Udoy Das,9
ME 102,3,Saturday,01:30-03:30,N304,TBA,9
ME 102,3,Saturday,03:30-05:30,N304,TBA,9
CSE 322,2,Monday,03:00-04:45,313,TBA,9
CSE 321,3,Tuesday,01:30-03:00,311,TBA,9
CSE 411,3,Tuesday,03:00-04:30,311,Mr. Saklain Abdullah,9
CSE 411,3,Tuesday,04:30-06:30,311,Mr. Saklain Abdullah,9
CSE 411,2,Tuesday,01:30-03:00,312,Mr. Saklain Abdullah,9
CSE 321,4,Tuesday,03:00-04:30,312,TBA,9
CSE 411,4,Tuesday,04:30-06:30,312,Mr. Saklain Abdullah,9
CSE 321,2,Tuesday,11:30-01:00,N203,TBA,9
CSE 321,1,Wednesday,11:30-01:00,107,TBA,9
CSE 327,2,Wednesday,01:30-03:00,312,Mr. Udoy Das,9
CSE 327,3,Wednesday,03:00-04:30,312,Mr. Udoy Das,9
CSE 411,3,Wednesday,04:30-06:30,312,Mr. Saklain Abdullah,9
CSE 321,4,Wednesday,01:30-03:00,N203,TBA,9
CSE 327,4,Wednesday,11:30-01:00,N601,Mr. Udoy Das,9
CSE 411,2,Wednesday,11:30-01:00,N602,Mr. Saklain Abdullah,9
CSE 411,1,Wednesday,01:30-03:00,N603,Mr. Saklain Abdullah,9
CSE 322,1,Wednesday,9:30-11:30,102,TBA,9
ME 102,4,Wednesday,9:30-11:30,N304,TBA,9
CSE 327,3,Thursday,11:30-01:00,107,Mr. Udoy Das,9
CSE 321,3,Thursday,01:30-03:00,107,TBA,9
CSE 411,1,Thursday,01:30-03:00,108,Mr. Saklain Abdullah,9
CSE 327,1,Thursday,03:00-04:30,108,Mr. Udoy Das,9
CSE 327,1,Thursday,04:30-06:30,108,Mr. Udoy Das,9
CSE 327,4,Thursday,01:30-03:00,114,Mr. Udoy Das,9
CSE 411,4,Thursday,03:00-04:30,114,Mr. Saklain Abdullah,9
CSE 411,4,Thursday,04:30-06:30,114,Mr. Saklain Abdullah,9
CSE 322,3,Thursday,9:30-11:30,102,TBA,9
CSE 327,2,Saturday,01:30-03:00,108,Ms. Maliha Zahan Chowdhury,9
CSE 327,1,Saturday,11:30-01:00,110,Ms. Maliha Zahan Chowdhury,9
CSE 328,1,Saturday,9:30-11:30,313,Ms. Maliha Zahan Chowdhury,9
ME 102,8,Saturday,9:30-11:30,Novus 304,TBA,9
ME 102,8,Saturday,11:30-01:30,Novus 304,TBA,9
CSE 411,2,Sunday,11:30-01:00,107,Mr. Saklain Abdullah,9
CSE 327,1,Sunday,01:30-03:00,311,Ms. Maliha Zahan Chowdhury,9
CSE 328,2,Sunday,03:30-05:30,313,Ms. Maliha Zahan Chowdhury,9
CSE 411,2,Tuesday,03:00-04:30,N 601,Mr. Saklain Abdullah,9
ME 102,7,Tuesday,03:30-05:30,115,Mr. Udoy Das,9
ME 102,6,Tuesday,01:30-03:30,313,TBA,9
ME 102,6,Tuesday,03:30-05:30,313,TBA,9
ME 102,11,Tuesday,9:30-11:30,Novus 304,TBA,9
ME 102,3,Tuesday,03:30-05:30,Novus 304,Mr. Md. Sajeed-Ur-Rahman,9
CSE 327,1,Wednesday,03:00-04:30,N 604,Ms. Maliha Zahan Chowdhury,9
ME 102,10,Wednesday,01:30-03:30,104,Mr. Udoy Das,9
ME 102,10,Wednesday,03:30-05:30,104,Mr. Udoy Das,9
ME 102,4,Wednesday,9:30-11:30,115,Mr. Udoy Das,9
ME 102,5,Wednesday,11:30-01:30,Novus 304,Mr. Md. Sajeed-Ur-Rahman,9
CSE 411,1,Thursday,10:00-11:30,110,Mr. Saklain Abdullah,9
CSE 411,2,Thursday,11:30-01:00,N 203,Mr. Saklain Abdullah,9
ME 102,9,Thursday,03:30-05:30,102,TBA,9
ME 102,2,Thursday,11:30-01:30,Novus 304,TBA,9
ME 102,1,Thursday,01:30-03:30,Novus 304,TBA,9
CSE 439,1,Sunday,03:00-04:30,110,Mr. Golam Moktader Daiyan,10
CSE 439,2,Sunday,04:30-06:30,111,Mr. Golam Moktader Daiyan,10
CSE 463,2,Wednesday,01:30-03:00,103,Ms. Arshiana Shamir,10
CSE 439,2,Wednesday,03:00-04:30,103,Mr. Golam Moktader Daiyan,10
CSE 439,2,Wednesday,04:30-06:30,103,Mr. Golam Moktader Daiyan,10
CSE 463,1,Wednesday,03:00-04:30,111,Ms. Arshiana Shamir,10
CSE 439,1,Wednesday,04:30-06:30,111,Mr. Golam Moktader Daiyan,10
CSE 463,1,Thursday,01:30-03:00,N601,Ms. Arshiana Shamir,10
CSE 463,2,Thursday,11:30-01:00,N604,Ms. Arshiana Shamir,10
CSE 439,2,Sunday,10:00-11:30,108,Ms. Arifa Sultana Zarna,10
CSE 439,5,Sunday,03:00-04:30,111,Mr. Golam Moktader Daiyan,10
CSE 439,4,Sunday,04:30-06:00,114,Mr. Golam Moktader Daiyan,10
CSE 439,3,Sunday,11:30-01:00,311,Ms. Arifa Sultana Zarna,10
CSE 439,2,Tuesday,10:00-11:30,N 202,Ms. Arifa Sultana Zarna,10
CSE 463,2,Tuesday,11:30-01:00,N 202,Ms. Arshiana Shamir,10
CSE 439,3,Tuesday,11:30-01:00,N 203,Ms. Arifa Sultana Zarna,10
CSE 463,3,Tuesday,01:30-03:00,N 203,Ms. Arshiana Shamir,10
CSE 439,5,Wednesday,04:30-06:00,110,Mr. Golam Moktader Daiyan,10
CSE 463,1,Wednesday,01:30-03:00,311,Mr. Md. Sabbir Al Ahsan,10
CSE 439,4,Thursday,03:00-04:30,114,Mr. Golam Moktader Daiyan,10
CSE 439,4,Thursday,04:30-06:00,114,Mr. Golam Moktader Daiyan,10
CSE 463,2,Thursday,11:30-01:00,N 202,Ms. Arshiana Shamir,10
CSE 439,1,Thursday,01:30-03:00,N 202,Ms. Arifa Sultana Zarna,10
CSE 463,3,Thursday,03:00-04:30,N 203,Ms. Arshiana Shamir,10
IPD 400,0,Sunday,03:00-04:30,N202,TBA,11
IPD 400,0,Sunday,04:30-06:30,N202,TBA,11
CSE 459,1,Sunday,11:30-01:00,N203,Ms. Nahida Nigar,11
CSE 459,2,Sunday,03:00-04:30,N203,Ms. Nahida Nigar,11
CSE 459,1,Tuesday,10:00-11:30,N202,Ms. Nahida Nigar,11
CSE 459,2,Wednesday,10:00-11:30,N203,Ms. Nahida Nigar,11
IPD 400,0,Thursday,03:00-04:30,N201,TBA,11
CSE 459,3,Thursday,03:00-04:30,N202,Ms. Nahida Nigar,11
