course_code,section,instructor,day,time,room
CSE435,1,Ms. Tanjum Motin Mitul,Saturday,11:30-01:00,114
CSE435,2,Ms. Tanjum Motin Mitul,Saturday,01:30-03:00,114
CSE435,3,Ms. Tanjum Motin Mitul,Saturday,03:00-04:30,114
CSE435,3,Ms. Tanjum Motin Mitul,Saturday,04:30-06:00,114
MATH107,2,Mr. Md. Sajeed-Ur-Rahman,Saturday,03:00-04:30,311
MATH107,2,Mr. Md. Sajeed-Ur-Rahman,Saturday,04:30-06:00,311
CHEM201,1,TBA,Saturday,11:30-01:00,312
MATH107,1,Mr. Md. Sajeed-Ur-Rahman,Saturday,01:30-03:00,312
MATH207,1,TBA,Saturday,10:00-11:30,N 201
MATH207,2,TBA,Saturday,11:30-01:00,N 201
MATH207,3,TBA,Saturday,01:30-03:00,N 201
CHEM201,3,TBA,Saturday,03:00-04:30,N 201
CHEM201,3,TBA,Saturday,04:30-06:00,N 201
CSE111,1,Ms. Anika Bushra,Saturday,11:30-01:00,N 202
MATH207,12,TBA,Saturday,01:30-03:00,N 202
CHEM201,2,TBA,Saturday,01:30-03:00,N 203
CHEM201,2,TBA,Saturday,03:00-04:30,N 203
CHEM201,2,TBA,Saturday,04:30-06:00,N 203
CSE221,7,Ms. Tahmina Akter Sumi,Saturday,10:00-11:30,N 204
CSE225,7,Mr. Mohammed Morshed Rana,Saturday,11:30-01:00,N 204
CSE225,8,Mr. Mohammed Morshed Rana,Saturday,01:30-03:00,N 204
CSE225,8,Mr. Mohammed Morshed Rana,Saturday,03:00-04:30,N 204
CSE225,8,Mr. Mohammed Morshed Rana,Saturday,04:30-06:00,N 204
MATH301,2,Mr. Udoy Das,Saturday,01:30-03:00,N 601
CSE221,8,Ms. Tahmina Akter Sumi,Saturday,11:30-01:00,N 602
MATH203,5,TBA,Saturday,11:30-01:00,N 603
CSE325,5,Mr. Md. Jibon Mia,Saturday,01:30-03:00,N 603
CSE325,5,Mr. Md. Jibon Mia,Saturday,03:00-04:30,N 603
CSE325,5,Mr. Md. Jibon Mia,Saturday,04:30-06:00,N 603
CSE325,4,Mr. Md. Jibon Mia,Saturday,11:30-01:00,N 604
CSE212,7,Mr. Mohammad Akbar Bin Shah,Saturday,9:30-11:30,102
CSE212,6,Mr. Mohammad Akbar Bin Shah,Saturday,11:30-01:30,102
CSE320,3,Mr. Md. Jahidul Hasan Jahid,Saturday,01:30-03:30,102
CSE320,1,Mr. Md. Jahidul Hasan Jahid,Saturday,03:30-05:30,102
CSE320,1,Mr. Md. Jahidul Hasan Jahid,Saturday,03:30-05:30,102
CSE320,1,Mr. Md. Jahidul Hasan Jahid,Saturday,03:30-05:30,102
CSE212,10,Mr. Mohammad Akbar Bin Shah,Saturday,03:30-05:30,104
CSE212,10,Mr. Mohammad Akbar Bin Shah,Saturday,03:30-05:30,104
CSE212,10,Mr. Mohammad Akbar Bin Shah,Saturday,03:30-05:30,104
CSE224,1,Ms.Shahin Akter,Saturday,9:30-11:30,105
CSE224,2,Ms.Shahin Akter,Saturday,11:30-01:30,105
CSE224,3,Ms.Shahin Akter,Saturday,01:30-03:30,105
CSE224,3,Ms.Shahin Akter,Saturday,03:30-05:30,105
CSE224,3,Ms.Shahin Akter,Saturday,03:30-05:30,105
CSE224,3,Ms.Shahin Akter,Saturday,03:30-05:30,105
EEE112,6,TBA,Saturday,9:30-11:30,106
EEE112,7,TBA,Saturday,11:30-01:30,106
EEE112,10,TBA,Saturday,01:30-03:30,106
EEE112,10,TBA,Saturday,03:30-05:30,106
EEE112,10,TBA,Saturday,03:30-05:30,106
EEE112,10,TBA,Saturday,03:30-05:30,106
CSE326,4,Mr. Md. Jibon Mia,Saturday,9:30-11:30,115
ENG112,1,Ms. Parna Mutsuddy,Saturday,11:30-01:30,115
ENG112,2,Ms. Parna Mutsuddy,Saturday,01:30-03:30,115
ENG112,3,Ms. Parna Mutsuddy,Saturday,03:30-05:30,115
ENG112,3,Ms. Parna Mutsuddy,Saturday,03:30-05:30,115
ENG112,3,Ms. Parna Mutsuddy,Saturday,03:30-05:30,115
CSE328,1,Ms. Maliha Zahan Chowdhury,Saturday,9:30-11:30,313
CSE320,2,Mr. Md. Jahidul Hasan Jahid,Saturday,11:30-01:30,313
CSE112,2,Ms. Anika Bushra,Saturday,01:30-03:30,313
CSE112,1,Ms. Anika Bushra,Saturday,03:30-05:30,313
CSE112,1,Ms. Anika Bushra,Saturday,03:30-05:30,313
CSE112,1,Ms. Anika Bushra,Saturday,03:30-05:30,313
ME102,8,TBA,Saturday,9:30-11:30,Novus 304
ME102,8,TBA,Saturday,11:30-01:30,Novus 304
CSE222,7,Ms. Tahmina Akter Sumi,Saturday,01:30-03:30,Novus 304
CSE124,1,Mr. Mohammed Morshed Rana,Saturday,03:30-05:30,Novus 304
CSE124,1,Mr. Mohammed Morshed Rana,Saturday,03:30-05:30,Novus 304
CSE124,1,Mr. Mohammed Morshed Rana,Saturday,03:30-05:30,Novus 304
EEE207,2,Mr. S.M. Baque Billah,Sunday,03:00-04:30,103
EEE207,2,Mr. S.M. Baque Billah,Sunday,04:30-06:00,103
PHY101,4,TBA,Sunday,8:30-10:00,107
MATH107,4,Mr. Md. Sajeed-Ur-Rahman,Sunday,10:00-11:30,107
CSE411,2,Mr. Saklain Abdullah,Sunday,11:30-01:00,107
MATH301,2,Mr. Udoy Das,Sunday,01:30-03:00,107
CSE319,2,Mr. Md. Jahidul Hasan Jahid,Sunday,03:00-04:30,107
CSE319,2,Mr. Md. Jahidul Hasan Jahid,Sunday,04:30-06:00,107
CSE435,2,Ms. Tanjum Motin Mitul,Sunday,8:30-10:00,108
CSE439,2,Ms. Arifa Sultana Zarna,Sunday,10:00-11:30,108
CSE215,7,TBA,Sunday,11:30-01:00,108
CSE301,2,Mr. Md. Jamil Uddin,Sunday,01:30-03:00,108
MATH207,13,Mr. Md. Rakibul Islam,Sunday,03:00-04:30,108
CSE123,3,Mr. Joydwip Mohajon,Sunday,04:30-06:00,108
CSE123,2,Ms. Maliha Zahan Chowdhury,Sunday,10:00-11:30,110
MATH207,14,Mr. Md. Rakibul Islam,Sunday,04:30-06:00,110
CSE215,1,Mr. Ahamed- Al- Arifin,Sunday,10:00-11:30,111
CSE225,1,Ms. Nishat Soultana Chy,Sunday,11:30-01:00,111
CSE215,8,TBA,Sunday,01:30-03:00,111
CSE439,5,Mr. Golam Moktader Daiyan,Sunday,03:00-04:30,111
CSE221,6,Mr. Tahsin Mahmud,Sunday,11:30-01:00,114
CSE225,6,Mr. Sourav Adhikary,Sunday,01:30-03:00,114
CSE451,4,Ms. Arshiana Shamir,Sunday,03:00-04:30,114
CSE439,4,Mr. Golam Moktader Daiyan,Sunday,04:30-06:00,114
CSE435,3,Ms. Tanjum Motin Mitul,Sunday,10:00-11:30,311
CSE439,3,Ms. Arifa Sultana Zarna,Sunday,11:30-01:00,311
CSE327,1,Ms. Maliha Zahan Chowdhury,Sunday,01:30-03:00,311
CSE301,1,Mr. Md. Jamil Uddin,Sunday,03:00-04:30,311
HUM201,2,TBA,Sunday,04:30-06:00,311
CSE215,4,Mr. Sanath Kumar Das,Sunday,10:00-11:30,312
CSE225,4,Mr. Sourav Adhikary,Sunday,11:30-01:00,312
CSE223,2,Ms.Shahin Akter,Sunday,01:30-03:00,312
CSE113,5,Ms. Nahida Nigar,Sunday,03:00-04:30,312
MATH107,5,Mr. Mashky Chowdhury Surja,Sunday,04:30-06:00,312
CHEM201,2,TBA,Sunday,11:30-01:00,N 201
EEE111,2,Ms. Tania Khadem,Sunday,01:30-03:00,N 201
CSE111,2,Ms. Anika Bushra,Sunday,03:00-04:30,N 201
CHEM201,3,TBA,Sunday,8:30-10:00,N 202
MATH207,3,TBA,Sunday,10:00-11:30,N 202
CSE221,2,Mr. Md. Sabbir Al Ahsan,Sunday,11:30-01:00,N 202
CSE225,2,Ms. Nishat Soultana Chy,Sunday,01:30-03:00,N 202
CSE221,8,Ms. Tahmina Akter Sumi,Sunday,03:00-04:30,N 202
CSE221,8,Ms. Tahmina Akter Sumi,Sunday,04:30-06:00,N 202
CSE221,3,Mr. Md. Sabbir Al Ahsan,Sunday,10:00-11:30,N 203
CSE215,3,Mr. Ahamed- Al- Arifin,Sunday,11:30-01:00,N 203
EEE407,0,Mr. Md. Siratul Mustakim Ifty,Sunday,01:30-03:00,N 203
EEE111,7,TBA,Sunday,03:00-04:30,N 203
CSE211,7,Mr. Mohammad Akbar Bin Shah,Sunday,04:30-06:00,N 203
CSE225,7,Mr. Mohammed Morshed Rana,Sunday,01:30-03:00,N 204
CSE111,3,Ms. Anika Bushra,Sunday,04:30-06:00,N 204
MATH301,3,Mr. Udoy Das,Sunday,8:30-10:00,N 601
CSE319,3,Mr. Md. Jahidul Hasan Jahid,Sunday,10:00-11:30,N 601
CSE123,1,Mr. Mohammed Morshed Rana,Sunday,11:30-01:00,N 601
EEE309,0,Mr. Sanath Kumar Das,Sunday,01:30-03:00,N 601
EEE405,0,TBA,Sunday,03:00-04:30,N 601
EEE405,0,TBA,Sunday,04:30-06:00,N 601
MATH301,4,Mr. Udoy Das,Sunday,10:00-11:30,N 602
CSE319,4,Mr. Md. Jahidul Hasan Jahid,Sunday,11:30-01:00,N 602
EEE103,0,TBA,Sunday,01:30-03:00,N 602
MATH207,4,Mr. Mohammad Akbar Bin Shah,Sunday,03:00-04:30,N 602
CSE211,4,Mr. Saklain Abdullah,Sunday,04:30-06:00,N 602
CSE223,3,Ms.Shahin Akter,Sunday,10:00-11:30,N 603
CSE325,2,Mr. Md. Jibon Mia,Sunday,11:30-01:00,N 603
CSE221,5,Mr. Tahsin Mahmud,Sunday,01:30-03:00,N 603
CSE215,5,Mr. Sanath Kumar Das,Sunday,03:00-04:30,N 603
CSE215,5,Mr. Sanath Kumar Das,Sunday,04:30-06:00,N 603
CSE223,1,Ms.Shahin Akter,Sunday,8:30-10:00,N 604
CSE325,1,Ms. Sayeda Suaiba Anwar,Sunday,10:00-11:30,N 604
CSE325,3,Mr. Mohammad Akbar Bin Shah,Sunday,11:30-01:00,N 604
HUM201,1,TBA,Sunday,03:00-04:30,N 604
HUM201,1,TBA,Sunday,04:30-06:00,N 604
CSE312,2,Ms. Saraf Anika,Sunday,9:30-11:30,102
CSE312,4,Ms. Saraf Anika,Sunday,11:30-01:30,102
ENG112,4,Ms. Parna Mutsuddy,Sunday,01:30-03:30,102
CSE326,2,Mr. Md. Jibon Mia,Sunday,03:30-05:30,102
CSE326,2,Mr. Md. Jibon Mia,Sunday,03:30-05:30,102
CSE326,2,Mr. Md. Jibon Mia,Sunday,03:30-05:30,102
CSE316,2,Ms. Sayeda Suaiba Anwar,Sunday,11:30-01:30,104
CSE114,3,Mr. Tanvir Azhar,Sunday,01:30-03:30,104
CSE222,6,Mr. Tahsin Mahmud,Sunday,03:30-05:30,104
CSE222,6,Mr. Tahsin Mahmud,Sunday,03:30-05:30,104
CSE222,6,Mr. Tahsin Mahmud,Sunday,03:30-05:30,104
EEE112,2,Ms. Tania Khadem,Sunday,9:30-11:30,105
EEE112,3,Ms. Tania Khadem,Sunday,11:30-01:30,105
EEE112,3,Ms. Tania Khadem,Sunday,01:30-03:30,105
EEE112,3,Ms. Tania Khadem,Sunday,03:30-05:30,105
EEE112,3,Ms. Tania Khadem,Sunday,03:30-05:30,105
EEE112,3,Ms. Tania Khadem,Sunday,03:30-05:30,105
CSE224,5,Mr. Md. Siratul Mustakim Ifty,Sunday,9:30-11:30,106
CSE224,4,Mr. Md. Siratul Mustakim Ifty,Sunday,11:30-01:30,106
CSE216,1,Mr. Ahamed- Al- Arifin,Sunday,01:30-03:30,106
CSE216,1,Mr. Ahamed- Al- Arifin,Sunday,03:30-05:30,106
CSE216,1,Mr. Ahamed- Al- Arifin,Sunday,03:30-05:30,106
CSE216,1,Mr. Ahamed- Al- Arifin,Sunday,03:30-05:30,106
PHY102,6,Ms. Sharmin Akter,Sunday,11:30-01:30,109
PHY102,6,Ms. Sharmin Akter,Sunday,01:30-03:30,109
PHY102,3,Ms. Sharmin Akter,Sunday,03:30-05:30,109
PHY102,3,Ms. Sharmin Akter,Sunday,03:30-05:30,109
PHY102,3,Ms. Sharmin Akter,Sunday,03:30-05:30,109
PHY102,2,Ms. Sharmin Akter,Sunday,9:30-11:30,115
CSE114,2,Mr. Tanvir Azhar,Sunday,11:30-01:30,115
CSE326,3,Ms. Tahmina Akter Sumi,Sunday,01:30-03:30,115
CSE226,2,Ms. Nishat Soultana Chy,Sunday,03:30-05:30,115
CSE226,2,Ms. Nishat Soultana Chy,Sunday,03:30-05:30,115
CSE226,2,Ms. Nishat Soultana Chy,Sunday,03:30-05:30,115
CSE114,6,Mr. Sourav Adhikary,Sunday,9:30-11:30,313
ENG112,5,Ms. Parna Mutsuddy,Sunday,11:30-01:30,313
CSE212,4,Mr. Saklain Abdullah,Sunday,01:30-03:30,313
CSE328,2,Ms. Maliha Zahan Chowdhury,Sunday,03:30-05:30,313
CSE328,2,Ms. Maliha Zahan Chowdhury,Sunday,03:30-05:30,313
CSE328,2,Ms. Maliha Zahan Chowdhury,Sunday,03:30-05:30,313
CSE226,7,Mr. Mohammed Morshed Rana,Sunday,9:30-11:30,Novus 304
CSE104,0,Ms. Nahida Nigar,Sunday,11:30-01:30,Novus 304
CSE326,7,Mr. Md. Jibon Mia,Sunday,01:30-03:30,Novus 304
ENG112,7,Ms. Parna Mutsuddy,Sunday,03:30-05:30,Novus 304
ENG112,7,Ms. Parna Mutsuddy,Sunday,03:30-05:30,Novus 304
ENG112,7,Ms. Parna Mutsuddy,Sunday,03:30-05:30,Novus 304
CSE212,5,Mr. Saklain Abdullah,Monday,11:00-01:00,102
CSE212,2,Ms. Shadika Afroze Ome,Monday,01:00-03:00,102
CSE226,10,Mr. Sourav Adhikary,Monday,03:00-04:45,102
CSE226,10,Mr. Sourav Adhikary,Monday,03:00-04:45,102
CSE226,10,Mr. Sourav Adhikary,Monday,03:00-04:45,102
CSE316,3,Ms. Sayeda Suaiba Anwar,Monday,11:00-01:00,104
ENG112,6,Ms. Parna Mutsuddy,Monday,01:00-03:00,104
CSE326,6,Ms. Sayeda Suaiba Anwar,Monday,03:00-04:45,104
CSE326,6,Ms. Sayeda Suaiba Anwar,Monday,03:00-04:45,104
CSE326,6,Ms. Sayeda Suaiba Anwar,Monday,03:00-04:45,104
CSE216,9,TBA,Monday,01:00-03:00,105
CSE216,11,TBA,Monday,03:00-04:45,105
CSE216,11,TBA,Monday,03:00-04:45,105
CSE216,11,TBA,Monday,03:00-04:45,105
CSE224,2,Mr. Kazi Muhammad Asif Ashrafi,Monday,11:00-01:00,106
CSE224,5,Mr. Kazi Muhammad Asif Ashrafi,Monday,01:00-03:00,106
CSE224,4,Mr. Kazi Muhammad Asif Ashrafi,Monday,03:00-04:45,106
CSE224,4,Mr. Kazi Muhammad Asif Ashrafi,Monday,03:00-04:45,106
CSE224,4,Mr. Kazi Muhammad Asif Ashrafi,Monday,03:00-04:45,106
PHY102,1,Ms. Sharmin Akter,Monday,01:00-03:00,109
PHY102,1,Ms. Sharmin Akter,Monday,03:00-04:45,109
PHY102,1,Ms. Sharmin Akter,Monday,03:00-04:45,109
PHY102,1,Ms. Sharmin Akter,Monday,03:00-04:45,109
CSE124,5,Mr. Mohammed Morshed Rana,Monday,11:00-01:00,115
CSE124,2,Ms. Maliha Zahan Chowdhury,Monday,01:00-03:00,115
CSE222,9,Mr. Md. Sabbir Al Ahsan,Monday,03:00-04:45,115
CSE222,9,Mr. Md. Sabbir Al Ahsan,Monday,03:00-04:45,115
CSE222,9,Mr. Md. Sabbir Al Ahsan,Monday,03:00-04:45,115
CSE222,10,Mr. Tahsin Mahmud,Monday,01:00-03:00,313
CSE114,1,Mr. Tanvir Azhar,Monday,03:00-04:45,313
CSE114,1,Mr. Tanvir Azhar,Monday,03:00-04:45,313
CSE114,1,Mr. Tanvir Azhar,Monday,03:00-04:45,313
CSE114,4,Ms. Nahida Nigar,Monday,11:00-01:00,Novus 304
CSE226,11,Mr. Mohammed Morshed Rana,Monday,01:00-03:00,Novus 304
CSE226,11,Mr. Mohammed Morshed Rana,Monday,03:00-04:45,Novus 304
CSE226,11,Mr. Mohammed Morshed Rana,Monday,03:00-04:45,Novus 304
CSE226,11,Mr. Mohammed Morshed Rana,Monday,03:00-04:45,Novus 304
CSE215,6,Mr. Sanath Kumar Das,Tuesday,10:00-11:30,103
CSE225,6,Mr. Sourav Adhikary,Tuesday,11:30-01:00,103
CSE103,0,Ms. Nahida Nigar,Tuesday,01:30-03:00,103
MATH101,0,Mr. Mashky Chowdhury Surja,Tuesday,03:00-04:30,103
EEE101,0,Mr. Mohammad Toufiq Ahmed,Tuesday,04:30-06:00,103
MATH301,1,Mr. Udoy Das,Tuesday,10:00-11:30,107
CSE319,1,Mr. Md. Jahidul Hasan Jahid,Tuesday,11:30-01:00,107
MATH209,2,Mr. Riad Hossain,Tuesday,01:30-03:00,107
EEE301,2,Mr. Md. Rakibul Islam,Tuesday,03:00-04:30,107
EEE301,2,Mr. Md. Rakibul Islam,Tuesday,04:30-06:00,107
EEE301,1,Mr. Md. Rakibul Islam,Tuesday,01:30-03:00,108
CSE311,1,Ms. Saraf Anika,Tuesday,11:30-01:00,110
CSE313,1,TBA,Tuesday,01:30-03:00,110
CSE315,3,Ms. Sayeda Suaiba Anwar,Tuesday,03:00-04:30,110
MATH205,3,Mr. Riad Hossain,Tuesday,04:30-06:00,110
CSE221,5,Mr. Tahsin Mahmud,Tuesday,11:30-01:00,111
CSE221,4,Mr. Tahsin Mahmud,Tuesday,01:30-03:00,111
CHEM201,5,Ms. Maliha Zahan Chowdhury,Tuesday,03:00-04:30,111
MATH207,5,TBA,Tuesday,04:30-06:00,111
CSE111,3,Ms. Anika Bushra,Tuesday,10:00-11:30,114
CSE215,4,Mr. Sanath Kumar Das,Tuesday,11:30-01:00,114
CSE315,2,Ms. Sayeda Suaiba Anwar,Tuesday,01:30-03:00,114
CSE313,2,TBA,Tuesday,03:00-04:30,114
CSE313,2,TBA,Tuesday,04:30-06:00,114
CSE215,3,Mr. Ahamed- Al- Arifin,Tuesday,11:30-01:00,311
ENG111,4,Ms. Parna Mutsuddy,Tuesday,01:30-03:00,311
CSE113,4,Ms. Nahida Nigar,Tuesday,03:00-04:30,311
CSE113,4,Ms. Nahida Nigar,Tuesday,04:30-06:00,311
EEE111,6,TBA,Tuesday,10:00-11:30,312
CSE211,6,Mr. Mohammad Akbar Bin Shah,Tuesday,11:30-01:00,312
EEE409,0,TBA,Tuesday,01:30-03:00,312
CSE123,1,Mr. Mohammed Morshed Rana,Tuesday,04:30-06:00,312
MATH107,1,Mr. Md. Sajeed-Ur-Rahman,Tuesday,10:00-11:30,N 201
PHY101,1,Ms. Sharmin Akter,Tuesday,11:30-01:00,N 201
CSE439,2,Ms. Arifa Sultana Zarna,Tuesday,10:00-11:30,N 202
CSE463,2,Ms. Arshiana Shamir,Tuesday,11:30-01:00,N 202
CSE215,2,Mr. Ahamed- Al- Arifin,Tuesday,01:30-03:00,N 202
CSE123,4,Mr. Joydwip Mohajon,Tuesday,04:30-06:00,N 202
PHY101,5,TBA,Tuesday,8:30-10:00,N 203
CSE113,5,Ms. Nahida Nigar,Tuesday,10:00-11:30,N 203
CSE439,3,Ms. Arifa Sultana Zarna,Tuesday,11:30-01:00,N 203
CSE463,3,Ms. Arshiana Shamir,Tuesday,01:30-03:00,N 203
MATH207,4,Mr. Mohammad Akbar Bin Shah,Tuesday,03:00-04:30,N 203
CSE211,4,Mr. Saklain Abdullah,Tuesday,04:30-06:00,N 203
MATH107,2,Mr. Md. Sajeed-Ur-Rahman,Tuesday,8:30-10:00,N 204
PHY101,2,Ms. Sharmin Akter,Tuesday,10:00-11:30,N 204
MATH209,1,Mr. Riad Hossain,Tuesday,11:30-01:00,N 204
MATH207,0,Mr. Mashky Chowdhury Surja,Tuesday,01:30-03:00,N 204
CSE223,3,Mr. Kazi Muhammad Asif Ashrafi,Tuesday,03:00-04:30,N 204
CSE111,4,Ms. Anika Bushra,Tuesday,01:30-03:00,N 601
CSE411,2,Mr. Saklain Abdullah,Tuesday,03:00-04:30,N 601
CSE301,2,Mr. Md. Jamil Uddin,Tuesday,04:30-06:00,N 601
CSE221,1,Ms. Tahmina Akter Sumi,Tuesday,8:30-10:00,N 602
